,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Power,Temp_diff,tool_wear_torque_product
6442,0,0.3475074309356185,0.13105428197142516,-1.0641526151466183,1.4859995179548064,-0.9104496852052494,0,0,0,0,0,0,1.3640557359002425,-0.5001080088471099,-0.5571220860311746
6443,0,0.39750346456326807,0.19845516757699214,-0.009907118657745668,-0.6708083888376544,-0.8790283228403118,0,0,0,0,0,0,-0.8619057597198063,-0.5001080088471099,-0.913897699957224
6444,1,0.39750346456326807,0.19845516757699214,-1.499238058142026,2.107962728285656,-0.8476069604753742,0,0,0,0,0,0,1.7172144564581489,-0.5001080088471099,-0.36111485664300386
6445,0,0.3475074309356185,0.19845516757699214,0.6873451938348949,-0.5604600773273423,-0.8004749169279678,0,0,0,0,0,0,-0.2741549131684551,-0.4002122757014286,-0.8328059003619736
6446,1,0.3475074309356185,0.19845516757699214,-0.37805633965385993,0.021376474272484798,-0.7690535545630302,0,0,0,0,0,0,-0.08172088869288024,-0.4002122757014286,-0.6873925948050454
6447,0,0.2975113973079973,0.0636533963658965,-1.1255108186459706,0.5831496965067996,-0.7219215110156237,0,0,0,0,0,0,0.12435050164488586,-0.5001080088471099,-0.5218832411808826
6448,2,0.3475074309356185,0.13105428197142516,1.8866191713222369,-1.5234998868718825,-0.6905001486506862,0,0,0,0,0,0,-1.316402863004754,-0.5001080088471099,-0.9649869489168845
6449,0,0.2975113973079973,0.13105428197142516,-0.11031145165668592,0.4627697203137324,-0.6119467427383422,0,0,0,0,0,0,0.7633248641433665,-0.4002122757014854,-0.43774873008249443
6450,0,0.2975113973079973,0.13105428197142516,-0.8968120601483845,0.7336246667481341,-0.5805253803734046,0,0,0,0,0,0,0.5113769826029991,-0.4002122757014854,-0.33836528110210257
6451,0,0.3475074309356185,0.13105428197142516,0.8769978228328932,-1.2526449404374806,-0.549104018008467,0,0,0,0,0,0,-1.30753366966704,-0.5001080088471099,-0.8162832692926097
6452,0,0.3475074309356185,0.0636533963658965,-0.9079680971482668,1.0847329306445812,-0.5176826556435293,0,0,0,0,0,0,0.9745961134070047,-0.6000037419927344,-0.17855216645474375
6453,0,0.3475074309356185,0.13105428197142516,1.496157876326358,-1.5836898749684165,-0.48626129327859174,0,0,0,0,0,0,-1.593094224188609,-0.5001080088471099,-0.8672663771533236
6454,0,0.3475074309356185,0.0636533963658965,0.330352009838663,-0.7209667122514325,-0.45483993091365416,0,0,0,0,0,0,-0.7410041341659933,-0.6000037419927344,-0.6097680711087194
6455,0,0.3475074309356185,0.0636533963658965,0.14627739934060582,0.021376474272484798,-0.42341856854871657,0,0,0,0,0,0,0.28901924166721943,-0.6000037419927344,-0.3744886351102833
6456,0,0.3475074309356185,0.13105428197142516,-0.8466098936489144,1.0646696012790704,-0.391997206183779,0,0,0,0,0,0,1.0022044209870116,-0.5001080088471099,-0.040639498556713095
6457,0,0.3475074309356185,-0.003747489239670474,-0.8019857456493854,0.8038463195274238,-0.36057584381884134,0,0,0,0,0,0,0.686072620403146,-0.6998994751384158,-0.08302517740274719
6458,1,0.2975113973079973,-0.003747489239670474,-1.32074146614391,2.298564357258013,-0.32915448145390375,0,0,0,0,0,0,2.1514321099321956,-0.6000037419927912,0.4095756628087152
6459,1,0.2975113973079973,-0.003747489239670474,-0.7908297086495032,1.5261261766858294,-0.28202243790649734,0,0,0,0,0,0,1.6823263463819214,-0.6000037419927912,0.23115247547937487
6460,0,0.2975113973079973,-0.003747489239670474,-1.2593832626445576,1.2953978889824496,-0.23489039435909095,0,0,0,0,0,0,0.9311233305757984,-0.6000037419927912,0.2140637585489621
6461,0,0.2975113973079973,-0.003747489239670474,-0.18840371065586167,-0.40998510708600777,-0.20346903199415334,0,0,0,0,0,0,-0.5825457916909751,-0.6000037419927912,-0.31989672988538315
6462,2,0.2975113973079973,-0.003747489239670474,-0.31112011765456643,0.4025797322171985,-0.17204766962921575,0,0,0,0,0,0,0.5184998082259866,-0.6000037419927912,-0.016510088729505136
6463,2,0.2475153636803477,-0.003747489239670474,-1.008372430147207,2.0477727401891217,-0.09349426371687174,0,0,0,0,0,0,2.1639313934634425,-0.5001080088471099,0.6531694848913064
6464,1,0.2475153636803477,-0.07114837484523745,1.094540544330597,-1.3028032638512588,-0.014940857804527726,0,0,0,0,0,0,-1.28742100778395,-0.6000037419927912,-0.5044053402209987
6465,1,0.2475153636803477,-0.1385492604507661,-0.6848473571506217,0.8540046429412019,0.03219118574287868,0,0,0,0,0,0,0.8544303169464748,-0.6998994751384158,0.36099841985745906
6466,0,0.19751933005269812,-0.20595014605633308,1.1224306368303028,-0.8915050118582778,0.07932322929028508,0,0,0,0,0,0,-0.5742554505733112,-0.6998994751384158,-0.28317190964983774
6467,0,0.19751933005269812,-0.20595014605633308,0.8546857488331286,-1.2626766051202365,0.11074459165522269,0,0,0,0,0,0,-1.3349261340463514,-0.6998994751384158,-0.4117087804742465
6468,0,0.2475153636803477,-0.1385492604507661,-0.1772476736559794,0.252104761975864,0.1421659540201603,0,0,0,0,0,0,0.4003256558446117,-0.6998994751384158,0.2327445919635748
6469,1,0.19751933005269812,-0.27335103166186175,-0.09915541465680366,-0.5002700892308083,0.1735873163850979,0,0,0,0,0,0,-0.6604946203061701,-0.7997952082840403,-0.05295186603452605
6470,0,0.19751933005269812,-0.27335103166186175,-0.8912340416484434,1.4559045239065398,0.2207193599325043,0,0,0,0,0,0,1.4901375982707745,-0.7997952082840403,0.8258964332438424
6471,0,0.19751933005269812,-0.27335103166186175,-0.08799937765692141,-0.14916182533436123,0.2521407222974419,0,0,0,0,0,0,-0.13064861786896345,-0.7997952082840403,0.16251456482719956
6472,2,0.19751933005269812,-0.27335103166186175,0.17974551034025257,-0.640713394789387,0.2835620846623795,0,0,0,0,0,0,-0.7045854995757336,-0.7997952082840403,-0.02868093474205568
6473,2,0.19751933005269812,-0.3407519172674287,0.04587306634166558,1.074701265961826,0.36211549057472353,0,0,0,0,0,0,1.8116851009812098,-0.8996909414297216,0.8233136665028072
6474,1,0.2475153636803477,-0.20595014605633308,-1.0697306336465593,1.4358411945410283,0.44066889648706753,0,0,0,0,0,0,1.2926018254150988,-0.799795208284097,1.0862251685936906
6475,0,0.2475153636803477,-0.20595014605633308,0.11838730684090021,-0.9817899940030786,0.48780094003447394,0,0,0,0,0,0,-1.2612254920630475,-0.799795208284097,-0.04134710588302418
6476,0,0.2475153636803477,-0.20595014605633308,-0.8633439491487378,0.8640363076239577,0.5192223023994115,0,0,0,0,0,0,0.7157412494443488,-0.799795208284097,0.8979308590623111
6477,0,0.2475153636803477,-0.20595014605633308,1.6858105053243564,-1.5435632162373938,0.5506436647643491,0,0,0,0,0,0,-1.4401202612221995,-0.799795208284097,-0.2819335968287933
6478,0,0.2475153636803477,-0.1385492604507661,0.6929232123348361,-1.0921383055133904,0.5820650271292868,1,0,0,0,0,0,-1.1355164497664465,-0.6998994751384158,-0.033669566392548964
6479,0,0.2975113973079973,-0.1385492604507661,-0.6736913201507395,0.2721680913413756,0.6134863894942243,0,0,0,0,0,0,0.05704666724586356,-0.799795208284097,0.6942460901836651
6480,0,0.3475074309356185,-0.07114837484523745,1.317661284328242,-1.3429299225822813,0.6449077518591619,0,0,0,0,0,0,-1.251120105848617,-0.799795208284097,-0.12427868452668346
6481,0,0.3475074309356185,-0.1385492604507661,-0.740627542150033,0.8439729782584461,0.6763291142240996,0,0,0,0,0,0,0.7930523595120298,-0.8996909414297216,1.0591945687286073
6482,0,0.2975113973079973,-0.07114837484523745,-0.3278541731543898,0.3724847381689319,0.7077504765890371,0,0,0,0,0,0,0.4619881338617931,-0.6998994751384725,0.8390225491469132
6483,0,0.3475074309356185,-0.07114837484523745,-0.7071594311503863,0.5329913730930215,0.7391718389539748,0,0,0,0,0,0,0.39209418105441035,-0.799795208284097,0.9576882977692821
6484,2,0.2975113973079973,-0.1385492604507661,2.087427837320117,-1.7542281745752621,0.7705932013189124,0,0,0,0,0,0,-1.6604863580788263,-0.799795208284097,-0.27673268298040693
6485,0,0.2975113973079973,-0.1385492604507661,0.5032705833368378,-0.23944680747916175,0.8491466072312563,0,0,0,0,0,0,0.12590064826807063,-0.799795208284097,0.6285447499356805
6486,0,0.2475153636803477,-0.1385492604507661,2.2324563183185866,-1.8645764860855742,0.880567969596194,0,0,0,0,0,0,-1.8123516718780213,-0.6998994751384158,-0.28483478686666885
6487,2,0.2975113973079973,-0.1385492604507661,0.012404955342018832,-0.37989011303774045,0.9119893319611315,0,0,0,0,0,0,-0.41039121702630166,-0.799795208284097,0.5995328495569263
6488,0,0.3475074309356185,-0.1385492604507661,-1.1645569481455584,1.445872859223784,0.9905427378734756,0,0,0,0,0,0,1.2150846832012978,-0.8996909414297216,1.7646790730607598
6489,1,0.3475074309356185,-0.1385492604507661,-0.2720739881549785,-0.1190668312860946,1.0219641002384132,0,0,0,0,0,0,-0.21144265231152312,-0.8996909414297216,0.8483275854879037
6490,0,0.3475074309356185,-0.07114837484523745,-0.8689219676486789,0.45273805563097663,1.0690961437858195,0,0,0,0,0,0,0.1546568492336006,-0.799795208284097,1.2444461667568496
6491,0,0.39750346456326807,-0.003747489239670474,-0.3947903951536833,1.2753345596169388,1.1005175061507573,0,0,0,0,0,0,1.7067754943880968,-0.799795208284097,1.7923465195195234
6492,1,0.39750346456326807,-0.07114837484523745,-0.5286628391522703,0.6032130258723112,1.1319388685156948,0,0,0,0,0,0,0.6334853678697986,-0.8996909414297783,1.4029502078505327
6493,0,0.3475074309356185,-0.1385492604507661,-0.9804823376475014,1.315461218347961,1.179070912063101,0,0,0,0,0,0,1.2173706589177664,-0.8996909414297216,1.911472212903995
6494,0,0.2975113973079973,-0.20595014605633308,0.43633436133754433,-0.6808400535204094,1.2104922744280389,0,0,0,0,0,0,-0.6164037410366059,-0.8996909414297783,0.6465179760239825
6495,1,0.2975113973079973,-0.1385492604507661,0.865841785833011,-0.8915050118582778,1.2419136367929764,0,0,0,0,0,0,-0.7146123973535476,-0.799795208284097,0.5310718407363285
6496,0,0.3475074309356185,-0.07114837484523745,1.540782024325887,-1.3028032638512588,1.2890456803403827,0,0,0,0,0,0,-1.0755022289182217,-0.799795208284097,0.2884686689105728
6497,0,0.39750346456326807,-0.07114837484523745,-1.2649612811444988,2.539324309644148,1.3204670427053204,1,0,0,0,1,0,2.522074129746523,-0.8996909414297783,2.909304684101571
6498,2,0.39750346456326807,-0.07114837484523745,2.8014142053125815,-2.0852731091061982,1.351888405070258,0,0,0,0,0,0,-2.0387319451904204,-0.8996909414297783,-0.2086962385555961
6499,0,0.44749949819088924,-0.003747489239670474,0.7375473603343651,-1.32286659321677,1.430441810982602,0,0,0,0,0,0,-1.4897445752732579,-0.8996909414297216,0.36036157326377904
6500,1,0.44749949819088924,-0.003747489239670474,-0.6848473571506217,0.663403013968845,1.4618631733475396,0,0,0,0,0,0,0.590473704603718,-0.8996909414297216,1.7873932682353457
6501,1,0.44749949819088924,-0.003747489239670474,0.3415080468385452,-0.399953442403252,1.508995216894946,0,0,0,0,0,0,-0.23224208801501056,-0.8996909414297216,1.0717899791369447
6502,0,0.44749949819088924,-0.003747489239670474,5.891636454279965,-2.6370146666577576,1.5561272604423524,0,0,0,0,0,0,-2.395432456450665,-0.8996909414297216,-0.5231923147345582
6503,1,0.44749949819088924,-0.07114837484523745,-0.4115244506535067,0.2922314207068864,1.58754862280729,0,0,0,0,0,0,0.2826911114649782,-0.999586674575403,1.645694901141551
6504,1,0.49749553181853884,0.0636533963658965,0.7933275453337764,-1.2626766051202365,1.6346806663546964,0,0,0,0,0,0,-1.3644966525417823,-0.8996909414297216,0.528630595460555
6505,0,0.5474915654461884,0.0636533963658965,-0.45614859865303564,-0.03881351382404913,1.6818127099021027,0,0,0,0,0,0,-0.22270574296605236,-0.999586674575403,1.4857402650289298
6506,2,0.49749553181853884,0.0636533963658965,-0.472882654152859,0.4126113968999543,1.7132340722670405,0,0,0,0,0,0,0.40757602517710134,-0.8996909414297216,1.8592507922222368
6507,0,0.49749553181853884,0.0636533963658965,0.10723126984101795,-0.7410300416169433,-1.6959837443286896,0,0,0,0,0,0,-0.900296416280065,-0.8996909414297216,-1.526544123077362
6508,2,0.49749553181853884,0.0636533963658965,1.2116789328293607,-0.9316316705893005,-1.6645623819637518,0,0,0,0,0,0,-0.5943484903472472,-0.8996909414297216,-1.5048205781596118
6509,0,0.5474915654461884,0.0636533963658965,0.14069938084066472,-0.31970012494120725,-1.5860089760514078,0,0,0,0,0,0,-0.2366374404655593,-0.999586674575403,-1.4354042994484941
6510,0,0.5474915654461884,0.13105428197142516,-0.4673046356529179,1.5361578413685846,-1.5545876136864702,0,0,0,0,0,0,2.0107121541326056,-0.8996909414297783,-1.3504560399248484
6511,1,0.5974875990738095,0.0636533963658965,4.13456062679851,-2.436381373002645,-1.5231662513215327,0,0,0,0,0,0,-2.371444428009614,-1.0994824077210275,-1.4654422304503998
6512,1,0.5474915654461884,-0.003747489239670474,-0.5900210426516227,0.8138779842101795,-1.4760342077741262,0,0,0,0,0,0,0.8790854970987702,-1.0994824077210843,-1.2882927363084193
6513,0,0.5474915654461884,-0.003747489239670474,-0.14377956265633265,-0.1993201487481394,-1.42890216422672,0,0,0,0,0,0,-0.24264180586675466,-1.0994824077210843,-1.2979869566788813
6514,0,0.49749553181853884,-0.07114837484523745,-0.1772476736559794,0.18188310919657433,-1.3974808018617824,0,0,0,0,0,0,0.2968288411106037,-1.0994824077210843,-1.24555325379923
6515,0,0.49749553181853884,-0.003747489239670474,-0.3278541731543898,0.3524214088034203,-1.3660594394968446,0,0,0,0,0,0,0.4329474123135259,-0.999586674575403,-1.2033444767847736
6516,2,0.5474915654461884,-0.003747489239670474,-0.38363435815380104,0.011344809589729025,-1.334638077131907,0,0,0,0,0,0,-0.10008718286124381,-1.0994824077210843,-1.2002310045490048
6517,0,0.5474915654461884,0.0636533963658965,0.0068269368420777075,-0.33976345430671806,-1.256084671219563,0,0,0,0,0,0,-0.3535067225881774,-0.999586674575403,-1.1639661290755616
6518,2,0.49749553181853884,-0.003747489239670474,-1.8227631311386112,2.800147591395795,-1.2246633088546255,0,0,0,0,0,0,2.1905782176948927,-0.999586674575403,-0.8058460612295213
6519,0,0.5474915654461884,0.0636533963658965,-0.6792693386506806,0.6934980080171117,-1.1461099029422814,0,0,0,0,0,0,0.6367524490439789,-0.999586674575403,-0.9457754100075384
6520,1,0.5974875990738095,0.0636533963658965,0.7096572678346594,-0.5103017539135641,-1.114688540577344,0,0,0,0,0,0,-0.17892881744295705,-1.0994824077210275,-1.0696774528446096
6521,0,0.5474915654461884,0.0636533963658965,0.7096572678346594,-1.2827399344857475,-1.0675564970299374,0,0,0,0,0,0,-1.4375105207046872,-0.999586674575403,-1.1416057375641313
6522,0,0.5474915654461884,0.0636533963658965,-0.2776520066549197,0.5831496965067996,-1.0361351346649998,0,0,0,0,0,0,0.8073568770854668,-0.999586674575403,-0.8459673966313598
6523,1,0.5474915654461884,0.13105428197142516,1.7360126718238265,-1.2325816110719694,-1.0047137723000623,0,0,0,0,0,0,-0.8557346063907996,-0.8996909414297783,-1.0953282184233863
6524,0,0.5474915654461884,0.2658560531825208,1.8698851158224135,-1.5234998868718825,-0.9575817287526558,0,0,0,0,0,0,-1.3237022876101285,-0.6998994751384725,-1.114150573303261
6525,0,0.5474915654461884,0.2658560531825208,-1.2649612811444988,3.3719524783128647,-0.9261603663877183,1,0,0,1,0,0,3.5904587289762624,-0.6998994751384725,-0.2505865922732124
6526,0,0.5974875990738095,0.2658560531825208,-0.13262352565645041,-0.159193490017117,-0.8947390040227806,0,0,0,0,0,0,-0.17573041365081632,-0.799795208284097,-0.8336550291535471
6527,0,0.5974875990738095,0.2658560531825208,-0.12704550715650928,0.4427063909482209,-0.863317641657843,0,0,0,0,0,0,0.7204505556413636,-0.799795208284097,-0.6939733429397387
6528,0,0.5974875990738095,0.33325693878808776,0.040295047841724455,0.0013131449069732513,-0.8318962792929054,0,0,0,0,0,0,0.18374662605475267,-0.6998994751384158,-0.7481760641351678
6529,0,0.6474836327014591,0.40065782439365477,-0.32227615465444864,0.0915981270517738,-0.8004749169279678,0,0,0,0,0,0,0.05943075350810258,-0.6998994751384158,-0.701721643162845
6530,2,0.6474836327014591,0.40065782439365477,0.36939813933825083,-0.7510617062996991,-0.7690535545630302,0,0,0,0,0,0,-0.7657181806457506,-0.6998994751384158,-0.8481255989766087
6531,2,0.5974875990738095,0.4680587099991834,0.6538770828352481,-1.383056581313304,-0.6905001486506862,0,0,0,0,0,0,-1.626667652951504,-0.5001080088471099,-0.9332861406981477
6532,2,0.5974875990738095,0.40065782439365477,-1.0418405411468539,1.205112906837649,-0.6119467427383422,0,0,0,0,0,0,1.0141542854619403,-0.6000037419927344,-0.2570965796752743
6533,0,0.6474836327014591,0.4680587099991834,-0.19398172915580278,0.723593002065379,-0.5333933368259982,0,0,0,0,0,0,1.0813403872060383,-0.6000037419927912,-0.2907786884076819
6534,0,0.6474836327014591,0.40065782439365477,-0.5732869871517993,0.42264306158271003,-0.5019719744610606,0,0,0,0,0,0,0.34378454831668653,-0.6998994751384158,-0.3380468578052624
6535,2,0.5974875990738095,0.33325693878808776,-0.18840371065586167,0.3624530734861761,-0.470550612096123,0,0,0,0,0,0,0.5544082679782351,-0.6998994751384158,-0.32332862541799184
6536,0,0.6474836327014591,0.33325693878808776,-0.740627542150033,0.7135613373826232,-0.391997206183779,0,0,0,0,0,0,0.6137259039514854,-0.799795208284097,-0.14341946270339828
6537,1,0.6474836327014591,0.33325693878808776,-0.32227615465444864,-0.028781849141293357,-0.36057584381884134,0,0,0,0,0,0,-0.11493130843642149,-0.799795208284097,-0.3326336617589825
6538,0,0.6974796663290803,0.4680587099991834,-0.2888080436548019,0.4627697203137324,-0.313443800271435,0,0,0,0,0,0,0.6233014932187508,-0.6998994751384158,-0.1379355059244874
6539,0,0.6974796663290803,0.4680587099991834,-0.5732869871517993,1.4157778651755175,-0.28202243790649734,0,0,0,0,0,0,1.738563311217956,-0.6998994751384158,0.1961259128269761
6540,1,0.6974796663290803,0.4680587099991834,-0.9525922451477957,2.3788176747200582,-0.25060107554155975,1,0,0,1,0,0,2.666100410938603,-0.6998994751384158,0.5468868644793815
6541,0,0.6974796663290803,0.4680587099991834,-0.16609163665609716,-0.16922515469987276,-0.20346903199415334,0,0,0,0,0,0,-0.21313996475336394,-0.6998994751384158,-0.23922949468591953
6542,0,0.6974796663290803,0.5354595956047504,0.023560992341901083,-0.30966846025845146,-0.17204766962921575,0,0,0,0,0,0,-0.2973188130250283,-0.6000037419927344,-0.2601746715447276
6543,0,0.6974796663290803,0.5354595956047504,0.8881538598327754,-1.0419799820996123,-0.14062630726427813,0,0,0,0,0,0,-0.9522950055387853,-0.6000037419927344,-0.4897578685663592
6544,1,0.6974796663290803,0.4680587099991834,-0.38363435815380104,0.6533713492860893,-0.10920494489934053,0,0,0,0,0,0,0.822936831753929,-0.6998994751384158,0.135094780932645
6545,1,0.6974796663290803,0.5354595956047504,1.1112745998304205,-0.9717583293203229,-0.062072901351934134,0,0,0,0,0,0,-0.7167708293605134,-0.6000037419927344,-0.4116380197416153
6546,1,0.6974796663290803,0.5354595956047504,-0.04895324815733354,-0.008718519775782523,-0.014940857804527726,0,0,0,0,0,0,0.1059449632582144,-0.6000037419927344,-0.016050143967402866
6547,0,0.6974796663290803,0.5354595956047504,1.1224306368303028,-1.082106640830635,0.03219118574287868,0,0,0,0,0,0,-0.8986089148928011,-0.6000037419927344,-0.39012675702175836
6548,0,0.6974796663290803,0.5354595956047504,1.2897711918285364,-1.593721539651172,0.06361254810781627,0,0,0,0,0,0,-1.6983079734736124,-0.6000037419927344,-0.5715572754879207
6549,2,0.6474836327014591,0.40065782439365477,-0.06568730365715691,0.4025797322171985,0.09503391047275388,0,0,0,0,0,0,0.7084418248389729,-0.6998994751384158,0.24813505131084093
6550,0,0.6474836327014591,0.4680587099991834,-0.12704550715650928,0.6032130258723112,0.1735873163850979,0,0,0,0,0,0,0.9584274954639155,-0.6000037419927912,0.41017712903607956
6551,0,0.6974796663290803,0.4680587099991834,0.4307563428376032,-0.34979511898947385,0.2050086787500355,0,0,0,0,0,0,-0.09645709266771049,-0.6998994751384158,0.03602975524909298
6552,0,0.6974796663290803,0.4680587099991834,1.3790194878275945,-1.3930882459960594,0.2364300411149731,0,0,0,0,0,0,-1.3100256775296273,-0.6998994751384158,-0.39072822324912276
6553,0,0.6974796663290803,0.5354595956047504,-0.8354538566490322,1.2753345596169388,0.2678514034799107,0,0,0,0,0,0,1.298311859178982,-0.6000037419927344,0.8041375079597766
6554,1,0.6974796663290803,0.4680587099991834,0.5590507683362491,-1.021916652734101,0.2992727658448483,0,0,0,0,0,0,-1.0914746257697678,-0.6998994751384158,-0.18753877949889458
6555,2,0.7474756999567299,0.4680587099991834,-0.8075637641493265,0.6734346786516008,0.3464048093922547,0,0,0,0,0,0,0.5035673831596148,-0.799795208284097,0.6213979159399386
6556,0,0.7474756999567299,0.4680587099991834,0.8212176378334819,-1.2125182817064584,0.4249582153045987,0,0,0,0,0,0,-1.268348317686035,-0.799795208284097,-0.19394262580200988
6557,1,0.7474756999567299,0.40065782439365477,0.5534727498363079,-0.811251694396233,0.4563795776695363,0,0,0,0,0,0,-0.7569176646900768,-0.8996909414297216,0.019684026011306963
6558,1,0.7474756999567299,0.40065782439365477,-0.5119287836524469,0.1919147738793301,0.5035116212169427,0,0,0,0,0,0,0.06496418828959602,-0.8996909414297216,0.5488681649930524
6559,2,0.7474756999567299,0.40065782439365477,-0.1493575811562738,-0.09900350192058306,0.5506436647643491,0,0,0,0,0,0,-0.09802686140004922,-0.8996909414297216,0.44661890634110046
6560,0,0.7974717335843795,0.5354595956047504,2.355172725317291,-1.8244498273545515,0.6291970706766932,0,0,0,0,0,0,-1.6892033148260475,-0.799795208284097,-0.38503198427231855
6561,0,0.7474756999567299,0.4680587099991834,0.3191959728387807,-0.46014343049978595,0.6606184330416307,0,0,0,0,0,0,-0.34032066523653265,-0.799795208284097,0.35215332827857054
6562,1,0.7474756999567299,0.4680587099991834,1.85315106032259,-1.8746081507683297,0.6920397954065683,0,0,0,0,0,0,-1.9734786211980142,-0.799795208284097,-0.3810693832449765
6563,0,0.7474756999567299,0.4680587099991834,2.24919037381841,-1.9548614682303749,0.7391718389539748,0,0,0,0,0,0,-1.977530586738364,-0.799795208284097,-0.4023329834006246
6564,0,0.6974796663290803,0.40065782439365477,0.10165325134107683,-0.17925681938262783,0.7705932013189124,0,0,0,0,0,0,-0.04804934938421479,-0.7997952082840403,0.5953579663316909
6565,0,0.6974796663290803,0.40065782439365477,0.06260712184148895,-0.31970012494120725,0.8020145636838499,0,0,0,0,0,0,-0.2871839936468668,-0.7997952082840403,0.5436318707783503
6566,0,0.6474836327014591,0.40065782439365477,2.383062817816997,-1.7441965098925065,0.8334359260487876,0,0,0,0,0,0,-1.5242009989480927,-0.6998994751384158,-0.2391941143196037
6567,1,0.6474836327014591,0.40065782439365477,-0.22187182165550842,-0.38992177772049624,0.8648572884137251,0,0,0,0,0,0,-0.5742652616278882,-0.6998994751384158,0.5553427720287989
6568,0,0.6474836327014591,0.40065782439365477,-0.09915541465680366,-0.3698584483549854,0.9119893319611315,0,0,0,0,0,0,-0.466500638152835,-0.6998994751384158,0.6054059903653078
6569,1,0.6974796663290803,0.4680587099991834,-0.9135461156482079,0.20194643856208588,0.9434106943260692,0,0,0,0,0,0,-0.217525506149335,-0.6998994751384158,0.9698945241481484
6570,0,0.6974796663290803,0.40065782439365477,0.5311606758365435,-0.8915050118582778,0.9905427378734756,0,0,0,0,0,0,-0.897686675762552,-0.7997952082840403,0.35501913795013057
6571,1,0.6474836327014591,0.40065782439365477,-0.8968120601483845,0.9442896250860024,1.0219641002384132,0,0,0,0,0,0,0.7952892799556128,-0.6998994751384158,1.4971327429825378
6572,0,0.6974796663290803,0.4680587099991834,-0.6179111351513282,1.375651206444495,1.0690961437858195,0,0,0,0,0,0,1.6400603232637008,-0.6998994751384158,1.817325058138305
6573,1,0.6974796663290803,0.40065782439365477,1.763902764323532,-1.4733415634581044,1.1005175061507573,0,0,0,0,0,0,-1.2789344455747438,-0.7997952082840403,0.06677529357730985
6574,0,0.6974796663290803,0.40065782439365477,0.21879163983984046,-0.7009033828859209,1.1476495496981636,0,0,0,0,0,0,-0.7744009639464992,-0.7997952082840403,0.5867251569506954
6575,1,0.6974796663290803,0.33325693878808776,-0.4896167096526824,0.5329913730930215,1.179070912063101,0,0,0,0,0,0,0.5654260822683378,-0.8996909414297216,1.4064528641157725
6576,0,0.7474756999567299,0.33325693878808776,0.5869408608359546,-0.5103017539135641,1.2262029556105076,0,0,0,0,0,0,-0.2542580944860614,-0.999586674575403,0.7701369759305288
6577,0,0.6974796663290803,0.2658560531825208,-0.8410318751489733,0.5329913730930215,1.2576243179754452,0,0,0,0,0,0,0.2854283956919933,-0.999586674575403,1.486589393820503
6578,0,0.6974796663290803,0.2658560531825208,0.023560992341901083,0.0915981270517738,1.2890456803403827,0,0,0,0,0,0,0.30821947547463646,-0.999586674575403,1.2228641433043614
6579,0,0.6474836327014591,0.2658560531825208,-0.21071578465562615,0.1618197798310635,1.3204670427053204,0,0,0,0,0,0,0.24276993039068875,-0.8996909414297783,1.29935649527859
6580,0,0.6474836327014591,0.2658560531825208,-0.1772476736559794,-0.08897183723782728,1.351888405070258,0,0,0,0,0,0,-0.10237315857771165,-0.8996909414297783,1.157198183422693
6581,0,0.6974796663290803,0.2658560531825208,0.11280928834095907,-0.399953442403252,1.3833097674351955,0,0,0,0,0,0,-0.37705325357325836,-0.999586674575403,0.9698945241481484
6582,0,0.7474756999567299,0.33325693878808776,-0.060109285157215794,-0.43004843645151863,1.4147311298001333,0,0,0,0,0,0,-0.5315184968353888,-0.999586674575403,0.9743524503039083
6583,1,0.7474756999567299,0.33325693878808776,-0.1995597476557439,-0.17925681938262783,1.4461524921650708,0,0,0,0,0,0,-0.250431783200985,-0.999586674575403,1.1765158634309856
6584,0,0.7474756999567299,0.33325693878808776,-0.9302801711480313,0.4025797322171985,1.4932845357124773,0,0,0,0,0,0,0.039327902679589584,-0.999586674575403,1.6336301962279467
6585,1,0.7474756999567299,0.33325693878808776,0.3415080468385452,-0.7209667122514325,1.5247058980774149,0,0,0,0,0,0,-0.7345680823634047,-0.999586674575403,0.8524317079805078
6586,0,0.7474756999567299,0.40065782439365477,-0.4784606726528002,0.4025797322171985,1.5718379416248212,0,0,0,0,0,0,0.3889938878080415,-0.8996909414297216,1.711467002122166
6587,1,0.7974717335843795,0.4680587099991834,1.5296259873260047,-1.5435632162373938,1.603259303989759,0,0,0,0,0,0,-1.507698805149382,-0.8996909414297783,0.30120560078417236
6588,0,0.7974717335843795,0.4680587099991834,-0.45614859865303564,0.04143980363799563,1.6503913475371652,0,0,0,0,0,0,-0.1083480908151768,-0.8996909414297783,1.518007159108715
6589,1,0.7974717335843795,0.40065782439365477,0.07934117734131232,-0.10903516660333884,-1.6959837443286896,0,0,0,0,0,0,0.04361533352978945,-0.999586674575403,-1.526544123077362
6590,0,0.8474677672120007,0.4680587099991834,1.2507250623289485,-1.4131515753615709,-1.648851700781283,0,0,0,0,0,0,-1.4035152165949765,-0.999586674575403,-1.4990535784501764
6591,0,0.8474677672120007,0.4680587099991834,2.701009872313641,-1.9147348094993524,-1.6174303384163455,0,0,0,0,0,0,-1.7352269718473043,-0.999586674575403,-1.4895716402776078
6592,1,0.7974717335843795,0.4680587099991834,-0.45614859865303564,0.7837829901619122,-1.5860089760514078,0,0,0,0,0,0,0.9494601915804297,-0.8996909414297783,-1.4081614173855175
